point_of_sale_id,geo_zone,country
989,Santiago del Estero,AR
990,Santiago del Estero,AR
991,Santiago del Estero,AR
992,Chubut,AR
993,Chubut,AR
994,Chubut,AR
995,Chubut,AR
996,Santiago del Estero,AR
997,Santiago del Estero,AR
998,Santiago del Estero,AR
999,Santiago del Estero,AR
1000,Buenos Aires,AR
1001,CABA,AR
1002,Buenos Aires,AR
1003,Provincia de Buenos Aires,AR
1004,Río Negro,AR
1005,Salta,AR
1006,Provincia de Buenos Aires,AR
1007,Córdoba,AR
1008,Chubut,AR
1009,Chubut,AR
1010,Chubut,AR
1011,Chubut,AR
1012,Chubut,AR
1013,Chubut,AR
1014,Chubut,AR
1015,Chubut,AR
1016,Chubut,AR
1017,Chubut,AR
1018,Chubut,AR
1019,Chubut,AR
1020,Chubut,AR
1021,Chubut,AR
1022,Chubut,AR
1023,Chubut,AR
1024,Chubut,AR
1025,Tucumán,AR
1026,Provincia de Buenos Aires,AR
1027,Provincia de Buenos Aires,AR
1028,Santa Fe,AR
1029,Santa Fe,AR
1030,Buenos Aires,AR
1031,Buenos Aires,AR
1032,Provincia de Buenos Aires,AR
1033,Chaco,AR
1034,Provincia de Buenos Aires,AR
1035,Córdoba,AR
1036,Corrientes,AR
1037,La Rioja,AR
1038,Santa Fe,AR
1039,Buenos Aires,AR
1040,Provincia de Buenos Aires,AR
1041,Córdoba,AR
1042,Provincia de Buenos Aires,AR
1043,Provincia de Buenos Aires,AR
1044,Salta,AR
1045,Salta,AR
1046,Río Negro,AR
1047,Chubut,AR
1048,Catamarca,AR
1049,Salta,AR
1050,Provincia de Buenos Aires,AR
1051,Córdoba,AR
1052,Tucumán,AR
1053,Provincia de Buenos Aires,AR
1054,San Juan,AR
1055,Entre Ríos,AR
1056,Córdoba,AR
1057,Jujuy,AR
1058,Entre Ríos,AR
1059,Entre Ríos,AR
1060,Entre Ríos,AR
1061,Entre Ríos,AR
1062,Buenos Aires,AR
1063,Córdoba,AR
1064,Provincia de Buenos Aires,AR
1065,Provincia de Buenos Aires,AR
1066,Provincia de Buenos Aires,AR
1067,Provincia de Buenos Aires,AR
1068,Provincia de Buenos Aires,AR
1069,Salta,AR
1070,Provincia de Buenos Aires,AR
1071,Chubut,AR
1072,Chubut,AR
1073,Chubut,AR
1074,Córdoba,AR
1075,Córdoba,AR
1076,Río Negro,AR
1077,Santa Fe,AR
1078,Provincia de Buenos Aires,AR
1079,Buenos Aires,AR
1080,San Juan,AR
1081,Provincia de Buenos Aires,AR
1082,Tierra del Fuego,AR
1083,Santa Fe,AR
1084,Formosa,AR
1085,Formosa,AR
1086,Formosa,AR
1087,Formosa,AR
1088,Formosa,AR
1089,Formosa,AR
1090,Chaco,AR
1091,Formosa,AR
1092,Santiago del Estero,AR
1093,Santiago del Estero,AR
1094,Santiago del Estero,AR
1095,CABA,AR
1096,Buenos Aires,AR
1097,Baja California Sur,MX
1098,Baja California Sur,MX
1099,Baja California Sur,MX
1100,Baja California Sur,MX
1101,Baja California Sur,MX
1102,Querétaro,MX
1103,CDMX,MX
1104,Guanajuato,MX
1105,Jujuy,AR
1106,CDMX,MX
1107,Córdoba,AR
1108,Chaco,AR
1109,Provincia de Buenos Aires,AR
1110,Misiones,AR
1111,Córdoba,AR
1112,Córdoba,AR
1113,CDMX,MX
1114,CDMX,MX
1115,Santa Cruz,AR
1116,Provincia de Buenos Aires,AR
1117,Provincia de Buenos Aires,AR
1118,Córdoba,AR
1119,Veracruz,MX
1120,Veracruz,MX
1121,Querétaro,MX
1122,Córdoba,AR
1123,Jalisco,MX
1124,Puebla,MX
1125,Provincia de Buenos Aires,AR
1126,Formosa,AR
1127,Tucumán,AR
1128,CDMX,MX
1129,Guanajuato,MX
1130,San Luis,AR
1131,Chaco,AR
1132,Córdoba,AR
1133,CDMX,MX
1134,CDMX,MX
1135,CDMX,MX
1136,Neuquén,AR
1137,Buenos Aires,AR
1138,Oaxaca,MX
1139,Puebla,MX
1140,CDMX,MX
1141,CDMX,MX
1142,Santa Cruz,AR
1143,CDMX,MX
1144,Córdoba,AR
1145,Chihuahua,MX
1146,Formosa,AR
1147,Jalisco,MX
1148,Jalisco,MX
1149,Formosa,AR
1150,Coahuila de Zaragoza,MX
1151,CDMX,MX
1152,CDMX,MX
1153,CDMX,MX
1154,Querétaro,MX
1155,Michoacán de Ocampo,MX
1156,Michoacán de Ocampo,MX
1157,Michoacán de Ocampo,MX
1158,Veracruz de Ignacio de la Llave,MX
1159,Provincia de Buenos Aires,AR
1160,CDMX,MX
1161,Formosa,AR
1162,Chiapas,MX
1163,Puebla,MX
1164,Córdoba,AR
1165,CDMX,MX
1166,CDMX,MX
1167,Nuevo León,MX
1168,CDMX,MX
1169,Veracruz,MX
1170,Hidalgo,MX
1171,CDMX,MX
1172,Provincia de Buenos Aires,AR
1173,Chiapas,MX
1174,Tlaxcala,MX
1175,CDMX,MX
1176,Hidalgo,MX
1177,Tamaulipas,MX
1178,CDMX,MX
1179,Chihuahua,MX
1180,Michoacán de Ocampo,MX
1181,CDMX,MX
1182,CDMX,MX
1183,CDMX,MX
1184,CDMX,MX
1185,Jalisco,MX
1186,Jalisco,MX
1187,Chiapas,MX
1188,Morelos,MX
1189,Veracruz de Ignacio de la Llave,MX
1190,Tlaxcala,MX
1191,Yucatan,MX
1192,CDMX,MX
1193,28007 Madrid,ES
1194,Morelos,MX
1195,Sinaloa,MX
1196,San Luis Potosí,MX
1197,Veracruz de Ignacio de la Llave,MX
1198,Yucatan,MX
1199,Yucatan,MX
1200,Yucatán,MX
1201,Yucatan,MX
1202,Quintana Roo,MX
1203,Quintana Roo,MX
1204,Yucatán,MX
1205,Morelos,MX
1206,Durango,MX
1207,Río Negro,AR
1208,Neuquén,AR
1209,CDMX,MX
1210,CDMX,MX
1211,Morelos,MX
1212,CDMX,MX
1213,Durango,MX
1214,Durango,MX
1215,CDMX,MX
1216,Sinaloa,MX
1217,Baja California,MX
1218,Durango,MX
1219,Durango,MX
1220,Sinaloa,MX
1221,CDMX,MX
1222,Guanajuato,MX
1223,Guanajuato,MX
1224,CDMX,MX
1225,CDMX,MX
1226,CDMX,MX
1227,CDMX,MX
1228,Hidalgo,MX
1229,CABA,AR
1230,CDMX,MX
1231,CDMX,MX
1232,CDMX,MX
1233,CDMX,MX
1234,Corrientes,AR
1235,Tamaulipas,MX
1236,Jalisco,MX
1237,CDMX,MX
1238,Hidalgo,MX
1239,Nuevo León,MX
1240,Nuevo León,MX
1241,Chiapas,MX
1242,Jalisco,MX
1243,Coahuila de Zaragoza,MX
1244,Hidalgo,MX
1245,Hidalgo,MX
1246,Morelos,MX
1247,Morelos,MX
1248,Santa Fe,AR
1249,Nuevo León,MX
1250,Nuevo León,MX
1251,Nuevo León,MX
1252,Nuevo León,MX
1253,Nuevo León,MX
1254,Nuevo León,MX
1255,Nuevo León,MX
1256,Nuevo León,MX
1257,Nuevo León,MX
1258,Coahuila de Zaragoza,MX
1259,Durango,MX
1260,Michoacán de Ocampo,MX
1261,Sinaloa,MX
1262,Sinaloa,MX
1263,CDMX,MX
1264,Campeche,MX
1265,CDMX,MX
1266,Puebla,MX
1267,State of Mexico,MX
1268,CDMX,MX
1269,CDMX,MX
1270,CDMX,MX
1271,State of Mexico,MX
1272,CDMX,MX
1273,CDMX,MX
1274,Puebla,MX
1275,Puebla,MX
1276,Jalisco,MX
1277,Buenos Aires,AR
1278,CDMX,MX
1279,CDMX,MX
1280,CDMX,MX
1281,Chihuahua,MX
1282,CDMX,MX
1283,Yucatan,MX
1284,Sinaloa,MX
1285,Hidalgo,MX
1286,Puebla,MX
1287,Jalisco,MX
1288,Sinaloa,MX
1289,Tabasco,MX
1290,CDMX,MX
1291,Hidalgo,MX
1292,Hidalgo,MX
1293,Nuevo León,MX
1294,Puebla,MX
1295,Durango,MX
1296,Oaxaca,MX
1297,San Luis Potosí,MX
1298,Oaxaca,MX
1299,Oaxaca,MX
1300,Nuevo León,MX
1301,Durango,MX
1302,CDMX,MX
1303,Veracruz de Ignacio de la Llave,MX
1304,Michoacán,MX
1305,CDMX,MX
1306,Durango,MX
1307,Jalisco,MX
1308,CDMX,MX
1309,CDMX,MX
1310,CDMX,MX
1311,CDMX,MX
1312,Campeche,MX
1313,Quintana Roo,MX
1314,Veracruz,MX
1315,Bogota,CO
1316,Jalisco,MX
1317,Chihuahua,MX
1318,Jalisco,MX
1319,Sonora,MX
1320,Sonora,MX
1321,Sonora,MX
1322,Sonora,MX
1323,Sonora,MX
1324,Bogotá,CO
1325,Hidalgo,MX
1326,Jalisco,MX
1327,Puebla,MX
1328,CDMX,MX
1329,Oaxaca,MX
1330,Veracruz de Ignacio de la Llave,MX
1331,Guanajuato,MX
1332,Baja California Sur,MX
1333,Chiapas,MX
1334,Chiapas,MX
1335,Guerrero,MX
1336,Puebla,MX
1337,Chiapas,MX
1338,Chiapas,MX
1339,Chiapas,MX
1340,Chiapas,MX
1341,Chiapas,MX
1342,Chiapas,MX
1343,Chiapas,MX
1344,Chiapas,MX
1345,Chiapas,MX
1346,Chiapas,MX
1347,Chiapas,MX
1348,Chiapas,MX
1349,Chiapas,MX
1350,Chiapas,MX
1351,Chiapas,MX
1352,Chiapas,MX
1353,Chiapas,MX
1354,Chiapas,MX
1355,Chiapas,MX
1356,Chiapas,MX
1357,Chiapas,MX
1358,Chiapas,MX
1359,Chiapas,MX
1360,Zacatecas,MX
1361,CDMX,MX
1362,CDMX,MX
1363,Bogota,CO
1364,Baja California Sur,MX
1365,Tlaxcala,MX
1366,Oaxaca,MX
1367,Cundinamarca,CO
1368,CDMX,MX
1369,Hidalgo,MX
1370,Sinaloa,MX
1371,Meta,CO
1372,Cundinamarca,CO
1373,Veracruz de Ignacio de la Llave,MX
1374,Puebla,MX
1375,Puebla,MX
1376,Puebla,MX
1377,Puebla,MX
1378,Aguascalientes,MX
1379,Guanajuato,MX
1380,Chiapas,MX
1381,Puebla,MX
1382,Bogotá,CO
1383,CDMX,MX
1384,Sonora,MX
1385,Puebla,MX
1386,Querétaro,MX
1387,CDMX,MX
1388,CDMX,MX
1389,Tlaxcala,MX
1390,CDMX,MX
1391,CDMX,MX
1392,Coahuila de Zaragoza,MX
1393,Coahuila de Zaragoza,MX
1394,Valle del Cauca,CO
1395,Tamaulipas,MX
1396,Buenos Aires,AR
1397,Jalisco,MX
1398,Zacatecas,MX
1399,Boyacá,CO
1400,CDMX,MX
1401,Bogotá,CO
1402,Bogotá,CO
1403,CDMX,MX
1404,Guanajuato,MX
1405,Bogota,CO
1406,Buenos Aires,AR
1407,Guanajuato,MX
1408,CDMX,MX
1409,Puebla,MX
1410,Buenos Aires,AR
1411,Bogotá,CO
1412,CDMX,MX
1413,Oaxaca,MX
1414,Jalisco,MX
1415,Jalisco,MX
1416,Hidalgo,MX
1417,CDMX,MX
1418,Puebla,MX
1419,Cundinamarca,CO
1420,Bogotá,CO
1421,Michoacán de Ocampo,MX
1422,Querétaro,MX
1423,Tlaxcala,MX
1424,Caldas,CO
1425,Nuevo León,MX
1426,Aguascalientes,MX
1427,Risaralda,CO
1428,Jalisco,MX
1429,Bogotá,CO
1430,Veracruz de Ignacio de la Llave,MX
1431,Zacatecas,MX
1432,Bogotá,CO
1433,Bogotá,CO
1434,Bogotá,CO
1435,Coahuila de Zaragoza,MX
1436,Cundinamarca,CO
1437,Hidalgo,MX
1438,Jalisco,MX
1439,CDMX,MX
1440,Michoacán,MX
1441,Bogotá,CO
1442,Bogotá,CO
1443,Michoacán de Ocampo,MX
1444,Bogotá,CO
1445,Michoacán,MX
1446,Baja California,MX
1447,Michoacán de Ocampo,MX
1448,Sinaloa,MX
1449,Guerrero,MX
1450,Americana - SP,BR
1451,São José - Santa Catarina,BR
1452,Valle del Cauca,CO
1453,CDMX,MX
1454,CDMX,MX
1455,Nariño,CO
1456,Cundinamarca,CO
1457,Bogotá,CO
1458,CDMX,MX
1459,Bogotá,CO
1460,Veracruz,MX
1461,Querétaro,MX
1462,Bogotá,CO
1463,Puebla,MX
1464,Cundinamarca,CO
1465,Baja California,MX
1466,Bogotá,CO
1467,Cundinamarca,CO
1468,Puebla,MX
1469,CDMX,MX
1470,Cundinamarca,CO
1471,Cundinamarca,CO
1472,Bogotá,CO
1473,Cundinamarca,CO
1474,Antioquia,CO
1475,Puebla,MX
1476,Chiapas,MX
1477,Estado de México,MX
1478,Querétaro,MX
1479,Cundinamarca,CO
1480,Querétaro,MX
1481,Bogotá,CO
1482,Bolívar,CO
1483,Caquetá,CO
1484,CDMX,MX
1485,Cundinamarca,CO
1486,Hidalgo,MX
1487,Puebla,MX
1488,CA,US
1489,Querétaro,MX
1490,Puebla,MX
1491,Puebla,MX
1492,Estado de México,MX
1493,Cundinamarca,CO
1494,FL,US
1495,Michoacán de Ocampo,MX
1496,Michoacán de Ocampo,MX
1497,Michoacán de Ocampo,MX
1498,Guanajuato,MX
1499,Bogotá,CO
1500,Meta,CO
1501,Oaxaca,MX
1502,Bogotá,CO
1503,Estado de México,MX
1504,Bogotá,CO
1505,Bogotá,CO
1506,CDMX,MX
1507,CDMX,MX
1508,Bogotá,CO
1509,Bogotá,CO
1510,Bogotá,CO
1511,Michoacán de Ocampo,MX
1512,Morelos,MX
1513,Bogotá,CO
1514,Bogotá,CO
1515,Bogotá,CO
1516,Bogotá,CO
1517,CDMX,MX
1518,CDMX,MX
1519,CDMX,MX
1520,Bogotá,CO
1521,Cundinamarca,CO
1522,CDMX,MX
1523,Chihuahua,MX
1524,Tlaxcala,MX
1525,Estado de Hidalgo,MX
1526,Bogotá,CO
1527,Oaxaca,MX
1528,Florianópolis - Santa Catarina,BR
1529,Florianópolis - Santa Catarina,BR
1530,Bogotá,CO
1531,Durango,MX
1532,Bogotá,CO
1533,Jalisco,MX
1534,Bogotá,CO
1535,Bolívar,CO
1536,Bogotá,CO
1537,Cundinamarca,CO
1538,Chiapas,MX
1539,Bogotá,CO
1540,Cundinamarca,CO
1541,Córdoba,CO
1542,Bogotá,CO
1543,Bogotá,CO
1544,CDMX,MX
1545,Zacatecas,MX
1546,Michoacán,MX
1547,Bogotá,CO
1548,CDMX,MX
1549,Nayarit,MX
1550,CDMX,MX
1551,Estado de México,MX
1552,CDMX,MX
1553,Sonora,MX
1554,Querétaro,MX
1555,CDMX,MX
1556,Cundinamarca,CO
1557,Estado de México,MX
1558,Bogotá,CO
1559,CDMX,MX
1560,Baja California,MX
1561,Meta,CO
1562,CDMX,MX
1563,CDMX,MX
1564,Misiones,AR
1565,CDMX,MX
1566,Tolima,CO
1567,Bogotá,CO
1568,Jalisco,MX
1569,CDMX,MX
1570,CDMX,MX
1571,Guanajuato,MX
1572,CDMX,MX
1573,Bogotá,CO
1574,Atlántico,CO
1575,Ciudad de México,MX
1576,CDMX,MX
1577,CDMX,MX
1578,La Guajira,CO
1579,Cundinamarca,CO
1580,Cundinamarca,CO
1581,Bogotá,CO
1582,Michoacán de Ocampo,MX
1583,Bogotá,CO
1584,Santa Fe,AR
1585,Antioquia,CO
1586,Oaxaca,MX
1587,Morelos,MX
1588,CDMX,MX
1589,CDMX,MX
1590,CDMX,MX
1591,Bogotá,CO
1592,Sonora,MX
1593,Jalisco,MX
1594,Bogotá,CO
1595,Bogotá,CO
1596,Córdoba,AR
1597,Córdoba,AR
1598,Córdoba,AR
1599,CDMX,MX
1600,Estado de Hidalgo,MX
1601,Estado de México,MX
1602,Tolima,CO
1603,CDMX,MX
1604,CDMX,MX
1605,Provincia de Buenos Aires,AR
1606,Bogotá,CO
1607,Quintana Roo,MX
1608,Cundinamarca,CO
1609,Cundinamarca,CO
1610,Nuevo León,MX
1611,Guerrero,MX
1612,Cundinamarca,CO
1613,Provincia de Buenos Aires,AR
1614,Provincia de Buenos Aires,AR
1615,Provincia de Buenos Aires,AR
1616,Estado de México,MX
1617,Bogotá,CO
1618,Provincia de Buenos Aires,AR
1619,Córdoba,AR
1620,Mendoza,AR
1621,San Luis,AR
1622,San Luis,AR
1623,Antioquia,CO
1624,Cundinamarca,CO
1625,Bogotá,CO
1626,Mendoza,AR
1627,Misiones,AR
1628,Misiones,AR
1629,Yucatan,MX
1630,Chihuahua,MX
1631,Santa Cruz,AR
1632,San Luis Potosí,MX
1633,Jalisco,MX
1634,Provincia de Buenos Aires,AR
1635,Santa Cruz,AR
1636,Bogotá,CO
1637,Cundinamarca,CO
1638,Cundinamarca,CO
1639,Bogotá,CO
1640,Bogotá,CO
1641,Cundinamarca,CO
1642,Ciudad Autónoma de Buenos Aires,AR
1643,Guerrero,MX
1644,CDMX,MX
1645,CDMX,MX
1646,Provincia de Santa Fe,AR
1647,Provincia de Santa Fe,AR
1648,Provincia de Buenos Aires,AR
1649,Provincia de Buenos Aires,AR
1650,Chiapas,MX
1651,Meta,CO
1652,Cundinamarca,CO
1653,Provincia de Buenos Aires,AR
1654,CDMX,MX
1655,Porto Alegre - Río Grande del Sur,BR
1656,Bogotá,CO
1657,Bogotá,CO
1658,Bogotá,CO
1659,Puebla,MX
1660,Córdoba,AR
1661,Río Negro,AR
1662,CDMX,MX
1663,Provincia de Buenos Aires,AR
1664,Provincia de Buenos Aires,AR
1665,Provincia de Buenos Aires,AR
1666,Provincia de Buenos Aires,AR
1667,Provincia de Buenos Aires,AR
1668,Río Negro,AR
1669,Provincia de Mendoza,AR
1670,Bogotá,CO
1671,Guerrero,MX
1672,San Juan,AR
1673,Michoacán,MX
1674,Bogotá,CO
1675,Bogotá,CO
1676,Bogotá,CO
1677,Querétaro,MX
1678,CDMX,MX
1679,Guanajuato,MX
1680,Guanajuato,MX
1681,Guanajuato,MX
1682,Guanajuato,MX
1683,Salta,AR
1684,Salta,AR
1685,Jalisco,MX
1686,Santiago del Estero,AR
1687,Ciudad Autónoma de Buenos Aires,AR
1688,Provincia de Buenos Aires,AR
1689,Provincia de Buenos Aires,AR
1690,Nuevo León,MX
1691,Bogotá,CO
1692,Michoacán,MX
1693,Provincia de Buenos Aires,AR
1694,CDMX,MX
1695,Bogotá,CO
1696,CDMX,MX
1697,Jujuy,AR
1698,Bogotá,CO
1699,Córdoba,AR
1700,Cundinamarca,CO
1701,Ciudad Autónoma de Buenos Aires,AR
1702,Cundinamarca,CO
1703,CDMX,MX
1704,Tucumán,AR
1705,Bogotá,CO
1706,Nayarit,MX
1707,Chaco,AR
1708,CDMX,MX
1709,Zacatecas,MX
1710,Colima,MX
1711,La Reina,CL
1712,CDMX,MX
1713,Bogotá,CO
1714,Bogotá,CO
1715,Nuevo León,MX
1716,Provincia de Buenos Aires,AR
1717,Puebla,MX
1718,Veracruz,MX
1719,Jalisco,MX
1720,Tamaulipas,MX
1721,CDMX,MX
1722,CDMX,MX
1723,Sonora,MX
1724,Bogotá,CO
1725,Bogotá,CO
1726,Provincia de Buenos Aires,AR
1727,CDMX,MX
1728,Bogotá,CO
1729,Estado de México,MX
1730,Salta,AR
1731,CDMX,MX
1732,Bogotá,CO
1733,Atlántico,CO
1734,Bogotá,CO
1735,Jalisco,MX
1736,Jalisco,MX
1737,Cundinamarca,CO
1738,Veracruz de Ignacio de la Llave,MX
1739,CDMX,MX
1740,Provincia de Buenos Aires,AR
1741,Chiapas,MX
1742,CDMX,MX
1743,Bogotá,CO
1744,Bogotá,CO
1745,Bogotá,CO
1746,CDMX,MX
1747,Chiapas,MX
1748,Chiapas,MX
1749,Chiapas,MX
1750,Chiapas,MX
1751,CDMX,MX
1752,Santiago,CL
1753,Bogotá,CO
1754,Cundinamarca,CO
1755,Ciudad Autónoma de Buenos Aires,AR
1756,Provincia de Buenos Aires,AR
1757,Provincia de Mendoza,AR
1758,Santiago del Estero,AR
1759,Cundinamarca,CO
1760,CDMX,MX
1761,Cundinamarca,CO
1762,Meta,CO
1763,Bogotá,CO
1764,Bogotá,CO
1765,Bogotá,CO
1766,San Juan,AR
1767,Zacatecas,MX
1768,Tucumán,AR
1769,San Juan,AR
1770,San Juan,AR
1771,Jalisco,MX
1772,Cundinamarca,CO
1773,Estado de Hidalgo,MX
1774,Provincia de Santa Fe,AR
1775,Michoacán de Ocampo,MX
1776,Santa Fe,AR
1777,Bogotá,CO
1778,Estado de México,MX
1779,CDMX,MX
1780,Bogotá,CO
1781,Cundinamarca,CO
1782,CDMX,MX
1783,Santa Fe,AR
1784,Sonora,MX
1785,CDMX,MX
1786,Cundinamarca,CO
1787,Cundinamarca,CO
1788,Durango,MX
1789,Cundinamarca,CO
1790,CDMX,MX
1791,46880-000,BR
1792,Jalisco,MX
1793,CDMX,MX
1794,CDMX,MX
1795,Bogotá,CO
1796,Bogotá,CO
1797,Cundinamarca,CO
1798,Bogotá,CO
1799,Estado de México,MX
1800,Oaxaca,MX
1801,CDMX,MX
1802,Estado de México,MX
1803,Bogotá,CO
1804,Bogotá,CO
1805,Bogotá,CO
1806,Bogotá,CO
1807,Bogotá,CO
1808,Bogotá,CO
1809,Bogotá,CO
1810,Bogotá,CO
1811,Cundinamarca,CO
1812,Bogotá,CO
1813,Bogotá,CO
1814,Bogotá,CO
1815,Bogotá,CO
1816,Bogotá,CO
1817,Cundinamarca,CO
1818,Bogotá,CO
1819,Bogotá,CO
1820,110311,CO
1821,Cundinamarca,CO
1822,Bogotá,CO
1823,Durango,MX
1824,Durango,MX
1825,Durango,MX
1826,Bogotá,CO
1827,Bogotá,CO
1828,Bogotá,CO
1829,Bogotá,CO
1830,Bogotá,CO
1831,110221,CO
1832,Bogotá,CO
1833,Bogotá,CO
1834,Bogotá,CO
1835,Bogotá,CO
1836,Bogotá,CO
1837,Bogotá,CO
1838,Bogotá,CO
1839,Bogotá,CO
1840,Bogotá,CO
1841,Bogotá,CO
1842,Bogotá,CO
1843,Bogotá,CO
1844,Cundinamarca,CO
1845,Cundinamarca,CO
1846,Bogotá,CO
1847,Provincia de Buenos Aires,AR
1848,13468-590,BR
1849,Jalisco,MX
1850,Bogotá,CO
1851,Bogotá,CO
1852,Bogotá,CO
1853,Bogotá,CO
1854,Cundinamarca,CO
1855,Bogotá,CO
1856,Cundinamarca,CO
1857,Michoacán,MX
1858,Jalisco,MX
1859,Colima,MX
1860,Aguascalientes,MX
1861,Sinaloa,MX
1862,Misiones,AR
1863,Bogotá,CO
1864,Bogotá,CO
1865,Buenos Aires,AR
1866,Córdoba,AR
1867,Salta,AR
1868,Mendoza,AR
1869,Santa Fe,AR
1870,Tamaulipas,MX
1871,Tamaulipas,MX
1872,Tamaulipas,MX
1873,CDMX,MX
1874,Chiapas,MX
1875,Salta,AR
1876,Jujuy,AR
1877,Provincia de Buenos Aires,AR
1878,Tamaulipas,MX
1879,Jalisco,MX
1880,Sinaloa,MX
1881,Risaralda,CO
1882,Quindío,CO
1883,Caldas,CO
1884,Caldas,CO
1885,Caldas,CO
1886,Risaralda,CO
1887,Risaralda,CO
1888,Valle del Cauca,CO
1889,Risaralda,CO
1890,Atlántico,CO
1891,Atlántico,CO
1892,Bolívar,CO
1893,Bolívar,CO
1894,Córdoba,CO
1895,Cesar,CO
1896,Magdalena,CO
1897,Cesar,CO
1898,Sucre,CO
1899,Bolívar,CO
1900,Cesar,CO
1901,Córdoba,CO
1902,Sucre,CO
1903,Atlántico,CO
1904,Magdalena,CO
1905,Atlántico,CO
1906,Sucre,CO
1907,Magdalena,CO
1908,Magdalena,CO
1909,Atlántico,CO
1910,Cesar,CO
1911,Cesar,CO
1912,Cesar,CO
1913,Bolívar,CO
1914,Antioquia,CO
1915,Antioquia,CO
1916,Antioquia,CO
1917,Antioquia,CO
1918,Antioquia,CO
1919,Antioquia,CO
1920,Antioquia,CO
1921,Valle del Cauca,CO
1922,Valle del Cauca,CO
1923,Valle del Cauca,CO
1924,Valle del Cauca,CO
1925,Valle del Cauca,CO
1926,Cauca,CO
1927,Cauca,CO
1928,Valle del Cauca,CO
1929,Valle del Cauca,CO
1930,Nariño,CO
1931,Valle del Cauca,CO
1932,Nariño,CO
1933,Valle del Cauca,CO
1934,Bogotá,CO
1935,Bogotá,CO
1936,Bogotá,CO
1937,Bogotá,CO
1938,Tolima,CO
1939,Huila,CO
1940,Bogotá,CO
1941,Bogotá,CO
1942,Bogotá,CO
1943,Caldas,CO
1944,Meta,CO
1945,Boyacá,CO
1946,Bogotá,CO
1947,Bogotá,CO
1948,Cundinamarca,CO
1949,Cundinamarca,CO
1950,Bogotá,CO
1951,Bogotá,CO
1952,Cundinamarca,CO
1953,Bogotá,CO
1954,Bogotá,CO
1955,Bogotá,CO
1956,Bogotá,CO
1957,Bogotá,CO
1958,Bogotá,CO
1959,Bogotá,CO
1960,Bogotá,CO
1961,Bogotá,CO
1962,Boyacá,CO
1963,Cundinamarca,CO
1964,Cundinamarca,CO
1965,Cundinamarca,CO
1966,Cundinamarca,CO
1967,Meta,CO
1968,Bogotá,CO
1969,Cundinamarca,CO
1970,Bogotá,CO
1971,Bogotá,CO
1972,Tolima,CO
1973,Meta,CO
1974,Bogotá,CO
1975,Santander,CO
1976,Santander,CO
1977,Santander,CO
1978,Norte de Santander,CO
1979,Santander,CO
1980,Santander,CO
1981,Córdoba,AR
1982,Córdoba,AR
1983,Puebla,MX
1984,Santa Fe,AR
1985,Provincia de Buenos Aires,AR
1986,Cundinamarca,CO
1987,Provincia de Buenos Aires,AR
1988,Provincia de Buenos Aires,AR
1989,Ciudad Autónoma de Buenos Aires,AR
1990,Ciudad Autónoma de Buenos Aires,AR
1991,Ciudad Autónoma de Buenos Aires,AR
1992,Entre Ríos,AR
1993,Provincia de Buenos Aires,AR
1994,Morelos,MX
1995,Guerrero,MX
1996,Provincia de Buenos Aires,AR
1997,Tucumán,AR
1998,São Paulo - Estado de São Paulo,BR
1999,Mendoza,AR
2000,Bogotá,CO
2001,Córdoba,AR
2002,Ciudad Autónoma de Buenos Aires,AR
2003,Nuevo León,MX
2004,Valle del Cauca,CO
2005,Valle del Cauca,CO
2006,Bogotá,CO
2007,Córdoba,AR
2008,Guerrero,MX
2009,Jujuy,AR
2010,Provincia de Buenos Aires,AR
2011,Oaxaca,MX
2012,Provincia de Buenos Aires,AR
2013,Estado de México,MX
2014,CDMX,MX
2015,Estado de México,MX
2016,CDMX,MX
2017,Córdoba,AR
2018,Estado de México,MX
2019,Jalisco,MX
2020,CDMX,MX
2021,Bogotá,CO
2022,Mendoza,AR
2023,Provincia de Buenos Aires,AR
2024,Oaxaca,MX
2025,Provincia de Buenos Aires,AR
2026,Provincia de Buenos Aires,AR
2027,Provincia de Buenos Aires,AR
2028,Bogota,CO
2029,Nuevo León,MX
2030,Provincia de Buenos Aires,AR
2031,CDMX,MX
2032,Mendoza,AR
2033,Michoacán,MX
2034,Provincia de Buenos Aires,AR
2035,Provincia de Buenos Aires,AR
2036,Córdoba,AR
2037,Ciudad Autónoma de Buenos Aires,AR
2038,Ciudad Autónoma de Buenos Aires,AR
2039,Córdoba,AR
2040,Jujuy,AR
2041,Provincia de Buenos Aires,AR
2042,Provincia de Buenos Aires,AR
2043,Provincia de Buenos Aires,AR
2044,Provincia de Buenos Aires,AR
2045,Chihuahua,MX
2046,Cundinamarca,CO
2047,Bogotá,CO
2048,San Juan,AR
2049,Querétaro,MX
2050,Corrientes,AR
2051,Provincia de Buenos Aires,AR
2052,Chihuahua,MX
2053,Chiapas,MX
2054,Estado de Hidalgo,MX
2055,Atlántico,CO
2056,Guanajuato,MX
2057,Provincia de Buenos Aires,AR
2058,Estado de México,MX
2059,Misiones,AR
2060,Córdoba,AR
2061,Tucumán,AR
2062,Córdoba,AR
2063,Tlaxcala,MX
2064,Tlaxcala,MX
2065,Córdoba,AR
2066,Entre Ríos,AR
2067,Guanajuato,MX
2068,Guerrero,MX
2069,CDMX,MX
2070,CDMX,MX
2071,CDMX,MX
2072,Tucumán,AR
2073,Tucumán,AR
2074,Estado de México,MX
